LSOA code,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived)
E01001767,6287
E01001768,11196
E01001769,9723
E01001770,6158
E01001772,3791
E01001773,4810
E01001774,8923
E01001775,4495
E01001776,2862
E01001777,6154
E01001779,7718
E01001780,4965
E01001781,3123
E01001782,13505
E01001783,4695
E01001784,9803
E01001785,7676
E01001786,4889
E01001787,3371
E01001788,3601
E01001789,9211
E01001790,1876
E01001791,6994
E01001792,6784
E01001793,10841
E01001794,9886
E01001795,7320
E01001796,8807
E01001798,2769
E01001799,9863
E01001800,4523
E01001801,7336
E01001802,6460
E01001803,18241
E01001804,9895
E01001805,9451
E01001806,8025
E01001807,8454
E01001808,7625
E01001809,9795
E01001811,2394
E01001812,8096
E01001813,2413
E01001814,6783
E01001815,5285
E01001816,10641
E01001819,9108
E01001820,3969
E01001821,3434
E01001822,2917
E01001823,8874
E01001824,6317
E01001825,9633
E01001826,6162
E01001827,5244
E01001828,6187
E01001829,17491
E01001830,6903
E01001831,8414
E01001832,8976
E01001833,7150
E01001834,7666
E01001835,13308
E01001836,10064
E01001837,16914
E01001838,2780
E01001839,4640
E01001840,4256
E01001841,7204
E01001842,4411
E01001843,7074
E01001844,9624
E01001845,2027
E01001846,2705
E01001847,1315
E01001848,4298
E01001849,6227
E01001850,3486
E01001851,20771
E01001852,17221
E01001853,13706
E01001854,15003
E01001855,15740
E01001856,7267
E01001857,4267
E01001858,7701
E01001859,14141
E01001860,7131
E01001861,7937
E01001862,6802
E01001863,15265
E01001864,8604
E01001865,20324
E01001866,19847
E01001867,20289
E01001868,5585
E01001869,19649
E01001870,17083
E01001871,21856
E01001872,18352
E01001873,12256
E01001874,11438
E01001875,6449
E01001876,5098
E01001877,6532
E01001878,5979
E01001879,12354
E01001880,13446
E01001881,18973
E01001882,20454
E01001883,11772
E01001884,10214
E01001885,2091
E01001886,10269
E01001887,11893
E01001888,23550
E01001889,14425
E01001890,20292
E01001891,22811
E01001892,8819
E01001893,6342
E01001894,7814
E01001895,14790
E01001896,12744
E01001897,18490
E01001898,12598
E01001899,3413
E01001900,5414
E01001901,23507
E01001902,18248
E01001903,10447
E01001904,25162
E01001905,28139
E01001906,24988
E01001907,22696
E01001908,16979
E01001909,12383
E01001910,15768
E01001911,6011
E01001912,5706
E01001913,23554
E01001914,14365
E01001915,21120
E01001916,28505
E01001917,18372
E01001918,23841
E01001919,26263
E01001920,7494
E01001921,15164
E01001922,22079
E01001923,16437
E01001924,25569
E01001925,25768
E01001926,28809
E01001927,25171
E01001928,13864
E01001929,21853
E01001930,7537
E01001931,15702
E01001932,10242
E01001933,13652
E01001934,11507
E01001935,17011
E01001937,20728
E01001938,9309
E01001939,13510
E01001940,5966
E01001941,7925
E01001942,11283
E01001943,6650
E01001944,3478
E01001945,10706
E01001946,12811
E01001947,5002
E01001948,19353
E01001949,27040
E01001950,24876
E01001951,16651
E01001952,18223
E01001953,12704
E01001954,9370
E01001955,4877
E01001956,9420
E01001957,4637
E01001958,4675
E01001959,4238
E01001960,15773
E01001961,3771
E01001962,18441
E01001963,26300
E01001964,19124
E01001965,23030
E01001966,20730
E01001967,25963
E01001968,23140
E01001969,9566
E01001970,9598
E01001971,4922
E01001972,9943
E01001973,15884
E01001974,14821
E01001975,13355
E01001976,4917
E01001977,3940
E01001978,4152
E01001979,3861
E01001980,8788
E01001981,8167
E01001982,7077
E01001983,9236
E01001984,14754
E01001985,24521
E01001986,21667
E01001987,25129
E01001988,17894
E01001989,19138
E01001990,18313
E01001991,18931
E01001992,27577
E01001993,28651
E01001994,24362
E01001995,10079
E01001996,24875
E01001997,19221
E01001998,16516
E01001999,9806
E01002000,15505
E01002001,13735
E01002002,4676
E01002003,5261
E01002004,15817
E01002005,17870
E01002006,18324
E01002007,22397
E01002008,25611
E01002009,21826
E01002010,14235
E01002011,13214
E01002013,22009
E01002014,13122
E01002015,9999
E01002016,13101
E01002017,11671
E01002018,9786
E01002019,27449
E01002020,16855
E01002021,24077
E01002022,19545
E01002023,18466
E01002024,16274
E01002025,27147
E01002026,2796
E01002027,8044
E01002028,9520
E01002029,5426
E01002030,12975
E01002031,6590
E01002032,5050
E01002033,4748
E01002034,1966
E01002036,1464
E01002037,3076
E01002038,2736
E01002039,1411
E01002040,2791
E01002041,4881
E01002042,15502
E01002043,9360
E01002044,11412
E01002045,8899
E01002046,7221
E01002047,11874
E01002048,10638
E01002049,7343
E01002050,11791
E01002051,5369
E01002052,8956
E01002053,5534
E01002054,5281
E01002055,11825
E01002056,8479
E01002057,12189
E01002058,10897
E01002059,13380
E01002060,22247
E01002061,19827
E01002062,18183
E01002063,12876
E01002064,7606
E01002065,9234
E01002066,2497
E01002067,4260
E01002068,7220
E01002069,4272
E01002070,10051
E01002071,1685
E01002072,5544
E01002073,4466
E01002074,4179
E01002075,6284
E01002076,6556
E01002077,4915
E01002078,6136
E01002079,9991
E01002080,7760
E01002081,2971
E01002082,546
E01002083,16376
E01002084,9491
E01002085,8908
E01002086,6661
E01002087,5776
E01002088,11266
E01002089,2662
E01002090,4418
E01002091,3886
E01002092,5577
E01002093,2674
E01002094,3922
E01002095,2671
E01002096,3397
E01002097,3670
E01002098,12784
E01002099,4119
E01002100,6336
E01002101,13136
E01002102,8989
E01002103,10425
E01002104,10478
E01002105,9038
E01002106,23970
E01002107,28989
E01002108,26452
E01002109,25766
E01002110,27531
E01002111,19020
E01002112,29072
E01002113,18020
E01002114,12948
E01002115,21124
E01002116,26311
E01002117,17612
E01002118,15531
E01002119,14963
E01002120,7228
E01002121,22384
E01002122,18298
E01002123,16942
E01002124,19547
E01002125,18470
E01002126,19272
E01002127,20756
E01002128,16310
E01002129,16216
E01002130,11018
E01002131,8650
E01002132,25446
E01002133,6641
E01002134,25562
E01002135,18752
E01002136,21233
E01002137,30813
E01002138,16583
E01002139,7669
E01002140,15873
E01002141,18818
E01002142,19554
E01002143,14373
E01002144,20101
E01002145,18154
E01002146,31847
E01002147,26037
E01002148,24001
E01002149,30915
E01002150,23608
E01002151,6225
E01002152,28974
E01002153,29775
E01002154,21403
E01002155,28451
E01002156,28427
E01002157,23409
E01002158,29427
E01002159,21098
E01002160,20906
E01002161,19247
E01002162,16353
E01002163,23147
E01002164,26005
E01002165,19339
E01002166,20715
E01002167,14079
E01002168,10183
E01002169,16024
E01002170,17473
E01002171,22823
E01002172,21241
E01002173,20318
E01002174,24165
E01002175,22661
E01002176,21152
E01002177,20015
E01002178,24508
E01002179,13474
E01002180,9672
E01002181,21668
E01002182,19260
E01002183,15115
E01002184,15620
E01002185,7721
E01002186,15554
E01002187,21695
E01002188,32125
E01002189,29842
E01002190,29270
E01002191,28891
E01002192,28705
E01002193,23375
E01002194,30112
E01002195,29769
E01002196,30139
E01002197,22180
E01002198,20803
E01002199,23974
E01002200,17997
E01002201,24820
E01002202,15836
E01002203,20984
E01002204,19969
E01002206,19682
E01002207,22350
E01002208,30543
E01002209,24598
E01002210,26446
E01002211,9388
E01002212,14594
E01002213,16121
E01002214,15825
E01002215,9693
E01002216,21924
E01002217,6812
E01002218,17413
E01002219,14033
E01002220,19337
E01002221,17092
E01002222,20887
E01002223,19692
E01002224,11629
E01002225,28358
E01002226,20044
E01002227,4814
E01002228,20166
E01002229,14052
E01002230,23954
E01002231,12439
E01002232,14624
E01002233,10857
E01002234,15352
E01002235,9047
E01002236,16117
E01002237,14308
E01002238,23160
E01002239,25612
E01002240,14190
E01002241,12828
E01002242,26617
E01002243,7880
E01002244,15215
E01002245,16221
E01002246,19248
E01002247,14389
E01002248,13331
E01002249,13869
E01002250,13105
E01002251,11069
E01002252,24057
E01002253,32507
E01002254,32025
E01002255,26637
E01002256,28938
E01002257,31282
E01002258,19021
E01002259,27753
E01002260,22086
E01002261,20263
E01002262,17924
E01002263,27243
E01002264,7061
E01002265,22582
E01002266,18799
E01002267,10117
E01002268,22617
E01002269,26160
E01002270,28801
E01002271,27175
E01002272,25437
E01002273,23998
E01002274,27628
E01002275,26667
E01002276,8185
E01002277,6499
E01002278,6660
E01002279,10596
E01002280,2185
E01002281,6352
E01002282,4217
E01002283,7779
E01002284,8184
E01002285,28150
E01002286,30183
E01002287,25723
E01002288,28877
E01002289,25405
E01002290,27373
E01002291,24957
E01002292,15963
E01002293,16740
E01002294,25787
E01002295,17761
E01002296,20805
E01002297,4699
E01002298,22608
E01002299,14348
E01002300,23899
E01002301,22015
E01002302,15819
E01002303,7536
E01002304,12535
E01002305,16007
E01002306,7421
E01002307,14231
E01002308,11054
E01002309,12175
E01002310,4401
E01002311,10025
E01002312,9194
E01002313,10387
E01002314,4287
E01002315,12112
E01002316,4045
E01002317,30042
E01002318,26458
E01002319,17177
E01002320,25875
E01002321,25096
E01002322,27418
E01002323,22290
E01002324,12735
E01002325,9804
E01002326,14732
E01002327,18495
E01002328,24496
E01002329,18401
E01002330,15284
E01002331,18514
E01002332,19097
E01002333,26426
E01002334,22951
E01002335,17529
E01002336,21056
E01002337,20266
E01002338,22621
E01002339,29691
E01002340,26207
E01002341,23558
E01002342,14597
E01002343,20839
E01002344,14484
E01002345,7882
E01002346,10436
E01002347,19605
E01002348,24372
E01002349,20045
E01002350,9974
E01002351,22391
E01002352,16177
E01002353,18644
E01002354,30485
E01002355,28979
E01002356,6369
E01002358,17520
E01002359,28300
E01002360,20161
E01002361,14950
E01002362,28491
E01002363,15822
E01002364,28386
E01002365,20464
E01002366,23269
E01002367,24902
E01002368,4538
E01002369,13245
E01002370,8228
E01002371,17717
E01002372,23525
E01002373,20103
E01002374,17267
E01002375,8523
E01002376,28536
E01002377,21172
E01002378,27059
E01002379,28821
E01002380,17013
E01002381,20683
E01002382,26841
E01002383,26684
E01002384,28313
E01002385,20191
E01002386,27280
E01002387,30996
E01002388,32563
E01002389,31077
E01002390,32137
E01002391,23815
E01002392,5845
E01002393,12206
E01002394,15258
E01002395,13140
E01002396,8694
E01002397,9958
E01002398,13411
E01002399,14662
E01002400,9745
E01002401,9807
E01002402,11133
E01002403,9823
E01002404,8171
E01002405,11728
E01002406,10781
E01002407,11705
E01002408,7544
E01002409,12495
E01002410,18114
E01002411,11386
E01002412,20749
E01002413,7705
E01002414,26080
E01002415,28382
E01002416,28002
E01002417,28823
E01002418,22256
E01002419,30025
E01002420,20174
E01002421,25809
E01002422,18115
E01002423,20224
E01002424,20546
E01002425,11402
E01002426,16368
E01002427,20845
E01002428,21987
E01002429,7970
E01002430,29334
E01002431,30573
E01002432,28738
E01002433,17059
E01002434,30000
E01002435,31339
E01002436,23393
E01002437,29735
E01002438,21531
E01002439,16990
E01002440,14167
E01002441,11576
E01002442,11533
E01002443,14430
E01002444,12349
E01002445,7835
E01002446,12848
E01002447,11245
E01002448,15919
E01002449,13247
E01002450,27513
E01002451,28166
E01002452,25275
E01002453,23046
E01002454,14666
E01002455,14192
E01002456,15086
E01002457,9683
E01002458,28217
E01002459,31719
E01002460,28811
E01002461,24176
E01002462,28397
E01002463,27916
E01002464,29027
E01002465,23956
E01002466,27551
E01002467,29710
E01002468,28529
E01002469,27093
E01002470,23632
E01002471,27928
E01002472,26768
E01002473,17981
E01002474,23911
E01002475,16423
E01002476,30955
E01002477,24561
E01002478,27666
E01002479,14690
E01002480,31432
E01002481,15178
E01002482,32164
E01002483,25352
E01002484,13323
E01002485,18663
E01002486,10820
E01002487,11335
E01002488,15580
E01002489,17959
E01002490,12914
E01002491,10125
E01002492,13506
E01002493,7115
E01002494,23112
E01002495,24471
E01002496,17182
E01002497,18915
E01002498,26697
E01002499,21340
E01002501,13368
E01002502,8401
E01002503,7561
E01002504,10595
E01002505,5524
E01002506,6678
E01002507,13549
E01002508,6038
E01002509,26850
E01002511,11647
E01002512,29384
E01002513,21967
E01002514,21785
E01002515,12892
E01002516,27668
E01002518,24260
E01002519,8067
E01002520,14591
E01002521,8385
E01002523,16868
E01002525,15013
E01002526,8626
E01002527,9202
E01002528,5861
E01002529,13991
E01002530,5774
E01002531,16512
E01002532,8763
E01002533,16920
E01002534,24926
E01002535,26634
E01002536,25715
E01002537,28136
E01002538,21973
E01002539,28177
E01002540,9149
E01002541,19169
E01002542,8115
E01002543,7704
E01002544,19620
E01002545,3488
E01002546,14713
E01002547,10730
E01002548,7083
E01002549,13435
E01002550,8239
E01002551,12906
E01002552,8365
E01002553,5488
E01002554,9125
E01002555,19332
E01002556,17019
E01002557,10494
E01002558,11490
E01002559,10334
E01002560,8721
E01002561,5999
E01002562,6744
E01002563,18140
E01002564,6163
E01002565,15965
E01002566,6165
E01002567,13287
E01002568,7180
E01002569,25541
E01002570,20610
E01002571,30161
E01002572,7879
E01002573,22030
E01002574,23534
E01002575,27891
E01002576,12986
E01002577,21840
E01002578,23903
E01002579,24691
E01002580,10987
E01002581,22834
E01002582,22012
E01002583,11602
E01002584,15419
E01002585,8782
E01002586,17327
E01002587,11297
E01002588,4946
E01002589,11917
E01002590,15491
E01002591,12963
E01002592,11100
E01002593,11534
E01002594,12881
E01002595,9557
E01002596,11229
E01002598,10352
E01002599,9854
E01002600,9513
E01002601,17139
E01002602,18387
E01002603,9819
E01002604,5805
E01002605,7338
E01002606,4811
E01002607,13493
E01002608,7837
E01002609,17978
E01002610,9741
E01002611,13547
E01002612,9664
E01002613,15529
E01002614,19316
E01002615,5539
E01002616,16858
E01002617,20968
E01002618,17916
E01002619,15394
E01002620,10260
E01002621,14294
E01002622,12136
E01002623,8903
E01002624,13021
E01002625,17517
E01002626,15569
E01002627,8506
E01002628,16819
E01002629,11979
E01002630,16936
E01002631,11568
E01002632,14926
E01002633,4802
E01002634,6742
E01002635,14005
E01002636,17423
E01002637,7357
E01002638,7635
E01002639,19136
E01002640,15615
E01002641,10104
E01002642,13415
E01002643,12090
E01002645,10526
E01002646,8074
E01002647,11448
E01002648,14256
E01002649,9818
E01002650,11539
E01002651,15066
E01002652,15782
E01002653,19227
E01002654,19284
E01002655,21413
E01002656,18955
E01002657,26151
E01002658,24569
E01002659,19183
E01002660,15408
E01002661,17440
E01002662,16786
E01002663,12810
E01002664,8869
E01002665,11944
E01002666,16317
E01002667,13586
E01002668,18494
E01002669,4666
E01002670,18118
E01002671,16369
E01002672,9767
E01002673,2294
E01002674,19371
E01002675,20123
E01002676,18291
E01002677,14763
E01002678,22847
E01002679,20674
E01002680,17764
E01002681,9916
E01002682,15987
E01002683,22060
E01002684,11286
E01002686,4940
E01002687,22842
E01002689,15036
E01002690,24196
E01002691,23626
E01002692,17842
E01002693,18443
E01002694,3487
E01002695,12467
E01002696,14178
E01002697,7142
E01002698,16593
E01002699,14586
E01002700,20562
E01002701,9154
E01002702,8242
E01002703,9396
E01002704,12549
E01002706,10815
E01002707,10377
E01002708,8035
E01002709,5835
E01002710,7574
E01002711,12915
E01002712,9562
E01002713,3166
E01002714,19913
E01002715,4721
E01002716,6033
E01002717,12461
E01002718,14929
E01002719,17270
E01002720,4250
E01002721,8938
E01002722,5269
E01002723,8750
E01002724,19372
E01002725,8458
E01002726,11070
E01002727,10165
E01002728,9446
E01002729,7539
E01002730,7841
E01002731,11066
E01002732,2650
E01002733,15654
E01002734,4096
E01002735,6465
E01002736,3060
E01002737,5609
E01002738,10960
E01002739,16660
E01002740,17843
E01002741,5946
E01002742,18132
E01002743,15181
E01002744,16228
E01002745,18128
E01002747,20714
E01002748,4293
E01002749,12160
E01002751,4870
E01002752,12440
E01002753,8283
E01002754,17536
E01002755,4303
E01002756,9162
E01002757,11321
E01002758,3231
E01002759,13811
